"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"01.03.2018","67.500,0","67.600,0","68.100,0","67.300,0","0,12K","-1,03%"
"28.02.2018","68.200,0","68.300,0","68.700,0","67.700,0","0,19K","-0,87%"
"27.02.2018","68.800,0","68.500,0","68.900,0","68.300,0","0,11K","0,29%"
"26.02.2018","68.600,0","68.200,0","68.600,0","68.100,0","0,08K","0,44%"
"23.02.2018","68.300,0","67.700,0","68.500,0","67.100,0","0,10K","1,04%"
"22.02.2018","67.600,0","67.600,0","67.600,0","66.700,0","0,13K","-0,29%"
"21.02.2018","67.800,0","67.300,0","68.200,0","67.200,0","0,16K","0,44%"
"20.02.2018","67.500,0","67.200,0","67.800,0","67.100,0","0,09K","0,00%"
"19.02.2018","67.500,0","68.100,0","68.100,0","67.000,0","0,11K","-0,88%"
"16.02.2018","68.100,0","67.900,0","68.400,0","67.900,0","0,09K","0,74%"
"15.02.2018","67.600,0","67.500,0","67.700,0","66.500,0","0,16K","1,20%"
"14.02.2018","66.800,0","66.800,0","67.200,0","66.200,0","0,23K","0,75%"
"13.02.2018","66.300,0","67.500,0","67.500,0","66.300,0","0,13K","-0,90%"
"12.02.2018","66.900,0","66.500,0","67.200,0","65.600,0","0,18K","1,83%"
"09.02.2018","65.700,0","66.500,0","67.200,0","65.700,0","0,19K","-1,79%"
"08.02.2018","66.900,0","67.500,0","68.000,0","66.800,0","0,15K","-1,18%"
"07.02.2018","67.700,0","66.800,0","68.200,0","66.800,0","0,24K","0,74%"
"06.02.2018","67.200,0","66.500,0","67.800,0","66.500,0","0,25K","-1,90%"
"05.02.2018","68.500,0","68.700,0","69.300,0","67.500,0","0,19K","-0,29%"
"02.02.2018","68.700,0","69.400,0","69.500,0","68.500,0","0,15K","0,00%"
"01.02.2018","68.700,0","69.600,0","69.800,0","68.700,0","0,18K","-1,29%"
"31.01.2018","69.600,0","68.200,0","69.600,0","68.200,0","0,15K","1,75%"
"30.01.2018","68.400,0","68.700,0","69.100,0","68.400,0","0,14K","0,00%"
"29.01.2018","68.400,0","69.200,0","69.700,0","68.400,0","0,13K","-1,72%"
"26.01.2018","69.600,0","68.900,0","70.500,0","68.900,0","0,13K","0,29%"
"25.01.2018","69.400,0","70.200,0","70.300,0","69.400,0","0,15K","-1,14%"
"24.01.2018","70.200,0","70.500,0","70.900,0","70.200,0","0,11K","0,00%"
"23.01.2018","70.200,0","70.000,0","70.700,0","69.800,0","0,18K","-0,28%"
"22.01.2018","70.400,0","69.800,0","70.400,0","69.800,0","0,14K","0,43%"
"19.01.2018","70.100,0","70.100,0","70.500,0","69.700,0","0,15K","0,00%"
"18.01.2018","70.100,0","69.600,0","70.800,0","69.000,0","0,23K","0,72%"
"17.01.2018","69.600,0","68.500,0","69.600,0","68.300,0","0,26K","0,43%"
"16.01.2018","69.300,0","70.300,0","70.500,0","67.500,0","0,38K","-2,39%"
"15.01.2018","71.000,0","70.900,0","71.100,0","70.300,0","0,14K","0,00%"
"12.01.2018","71.000,0","70.300,0","71.000,0","70.000,0","0,13K","1,00%"
"11.01.2018","70.300,0","70.500,0","70.500,0","69.300,0","0,15K","0,00%"
"10.01.2018","70.300,0","70.800,0","71.000,0","69.800,0","0,15K","-0,99%"
"09.01.2018","71.000,0","70.000,0","71.000,0","69.500,0","0,15K","1,28%"
"08.01.2018","70.100,0","70.300,0","70.500,0","70.100,0","0,10K","-0,57%"
"05.01.2018","70.500,0","70.300,0","70.700,0","70.200,0","0,11K","-0,28%"
"04.01.2018","70.700,0","70.600,0","70.700,0","70.100,0","0,09K","0,28%"
"03.01.2018","70.500,0","70.300,0","71.100,0","70.300,0","0,18K","0,02%"
