"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"28.02.2018","75,46","75,03","76,00","74,92","129,73K","-1,37%"
"27.02.2018","76,51","76,00","76,36","75,92","196,98K","0,84%"
"26.02.2018","75,87","75,52","76,80","75,87","280,67K","0,54%"
"23.02.2018","75,46","75,42","75,92","75,16","325,80K","1,32%"
"22.02.2018","74,48","74,81","75,54","74,40","526,31K","-0,49%"
"21.02.2018","74,85","75,20","75,11","74,70","614,18K","-0,11%"
"20.02.2018","74,93","74,99","75,82","74,49","215,52K","-0,24%"
"19.02.2018","75,11","75,20","75,30","74,74","228,73K","-0,74%"
"16.02.2018","75,67","75,52","76,59","75,46","1,79M","0,15%"
"15.02.2018","75,56","76,10","75,70","75,20","515,24K","-1,40%"
"14.02.2018","76,63","77,62","77,32","76,46","339,00K","-0,51%"
"13.02.2018","77,02","76,82","77,04","75,94","163,13K","0,29%"
"12.02.2018","76,80","77,33","77,50","76,56","192,70K","0,46%"
"09.02.2018","76,45","76,38","76,90","75,70","364,59K","-1,32%"
"08.02.2018","77,47","77,00","77,90","76,10","651,94K","-1,07%"
"07.02.2018","78,31","77,29","78,54","77,25","470,40K","0,91%"
"06.02.2018","77,60","78,01","78,12","67,35","919,99K","-1,22%"
"05.02.2018","78,56","78,99","79,02","78,48","166,87K","-1,74%"
"02.02.2018","79,95","80,20","80,04","79,42","219,20K","-1,05%"
"01.02.2018","80,80","80,90","81,38","80,41","643,03K","0,00%"
"31.01.2018","80,80","81,37","81,30","80,25","243,26K","0,72%"
"30.01.2018","80,22","80,10","80,84","80,18","236,97K","-0,84%"
"29.01.2018","80,90","80,92","80,98","80,30","705,70K","-0,34%"
"26.01.2018","81,18","81,49","81,46","80,90","80,75K","0,12%"
"25.01.2018","81,08","82,03","82,23","80,86","150,34K","-2,57%"
"24.01.2018","83,22","83,38","83,45","82,50","709,01K","0,47%"
"23.01.2018","82,83","82,29","83,80","82,84","1,36M","0,58%"
"22.01.2018","82,35","82,50","82,58","82,28","42,29K","-0,33%"
"19.01.2018","82,62","82,54","82,50","82,24","148,38K","-98,67%"
"18.01.2018","6.235,00","6.228,92","6.434,00","6.228,92","759,43K","-0,23%"
"17.01.2018","6.249,18","6.142,70","6.324,23","6.142,70","458,35K","-0,45%"
"16.01.2018","6.277,48","6.274,48","6.302,17","6.192,29","205,23K","-0,65%"
"15.01.2018","6.318,69","6.230,47","6.334,00","6.159,24","11,94K","1,93%"
"12.01.2018","6.199,17","6.318,35","6.321,54","6.139,80","73,93K","-1,23%"
"11.01.2018","6.276,27","6.310,54","6.310,54","6.263,00","124,49K","7,15%"
"10.01.2018","82,93","84,71","84,26","83,00","343,86K","-1,34%"
"09.01.2018","84,06","83,61","84,54","84,02","138,62K","-98,65%"
"08.01.2018","6.226,05","6.339,39","6.389,48","6.223,07","170,80K","0,06%"
"05.01.2018","6.222,13","6.250,42","6.391,69","6.222,13","253,58K","-0,02%"
"04.01.2018","6.223,58","6.398,10","6.398,10","6.223,58","26,24K","-2,34%"
"03.01.2018","6.372,93","6.337,97","6.372,93","6.182,75","828,45K","1,84%"
