"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"09.05.2018","92,61","92,39","92,88","91,98","903,27K","0,50%"
"08.05.2018","92,15","91,25","92,52","90,95","1,40M","0,53%"
"07.05.2018","91,66","91,90","91,99","91,19","1,27M","-0,13%"
"04.05.2018","91,78","89,69","92,22","89,50","1,24M","2,32%"
"03.05.2018","89,70","90,01","90,49","89,10","1,73M","0,18%"
"02.05.2018","89,54","90,69","91,18","89,47","2,26M","-1,95%"
"01.05.2018","91,32","92,00","92,19","90,88","1,42M","-0,67%"
"30.04.2018","91,94","93,57","94,00","91,85","1,29M","-1,54%"
"27.04.2018","93,38","92,29","94,12","92,03","1,77M","0,10%"
"26.04.2018","93,29","93,01","94,50","91,40","3,52M","-0,27%"
"25.04.2018","93,54","92,60","94,25","92,51","1,38M","0,83%"
"24.04.2018","92,77","93,47","93,83","91,92","1,61M","-0,44%"
"23.04.2018","93,18","92,72","93,43","92,31","1,28M","0,76%"
"20.04.2018","92,48","93,71","94,42","92,06","1,83M","-1,15%"
"19.04.2018","93,56","95,10","95,19","93,05","1,85M","-1,87%"
"18.04.2018","95,34","96,56","96,69","95,31","1,10M","-1,41%"
"17.04.2018","96,70","96,98","97,30","96,24","774,71K","-0,10%"
"16.04.2018","96,80","95,78","97,18","95,46","1,11M","0,88%"
"13.04.2018","95,96","95,66","96,29","95,36","708,98K","0,41%"
"12.04.2018","95,57","96,88","97,00","95,10","776,84K","-1,12%"
"11.04.2018","96,65","95,79","97,16","95,67","1,03M","0,82%"
"10.04.2018","95,86","97,21","97,96","95,53","2,47M","-3,52%"
"09.04.2018","99,36","99,17","100,38","98,12","744,83K","0,52%"
"06.04.2018","98,85","99,38","100,63","98,30","774,03K","-0,85%"
"05.04.2018","99,70","101,00","101,00","99,04","1,04M","-0,89%"
"04.04.2018","100,60","97,25","101,07","97,25","1,33M","2,85%"
"03.04.2018","97,81","97,63","98,20","96,79","848,25K","0,79%"
"02.04.2018","97,04","98,54","98,69","96,51","804,35K","-1,94%"
"29.03.2018","98,96","98,69","99,52","98,51","896,88K","0,72%"
"28.03.2018","98,25","98,05","99,44","98,05","1,06M","0,47%"
"27.03.2018","97,79","98,08","98,82","97,34","1,03M","-0,23%"
"26.03.2018","98,02","96,91","98,15","96,30","1,09M","2,04%"
"23.03.2018","96,06","97,30","98,55","95,92","1,42M","-1,02%"
"22.03.2018","97,05","98,28","99,31","97,01","996,84K","-1,44%"
"21.03.2018","98,47","99,32","99,37","97,36","1,49M","-1,85%"
"20.03.2018","100,33","100,27","100,94","99,85","777,61K","0,26%"
"19.03.2018","100,07","100,93","101,41","99,71","1,15M","-0,94%"
"16.03.2018","101,02","101,15","101,80","100,03","2,29M","0,08%"
"15.03.2018","100,94","101,94","102,68","100,49","1,22M","-0,73%"
"14.03.2018","101,68","101,83","103,00","101,49","994,83K","-0,12%"
"13.03.2018","101,80","101,34","102,20","100,85","1,25M","0,79%"
"12.03.2018","101,00","100,52","101,82","100,52","818,42K","0,64%"
"09.03.2018","100,36","99,81","100,36","99,30","647,90K","0,71%"
"08.03.2018","99,65","100,00","100,35","98,93","951,15K","-0,23%"
"07.03.2018","99,88","98,40","99,88","98,08","1,01M","0,51%"
"06.03.2018","99,37","99,45","99,62","98,67","1,01M","-0,08%"
"05.03.2018","99,45","98,51","99,50","98,51","1,21M","0,59%"
"02.03.2018","98,87","97,34","99,25","97,34","973,72K","1,09%"
"01.03.2018","97,80","98,20","99,11","97,04","1,22M","-0,47%"
"28.02.2018","98,26","98,73","99,18","98,16","1,31M","0,07%"
"27.02.2018","98,19","98,14","99,45","97,79","1,49M","0,19%"
"26.02.2018","98,00","97,08","98,50","96,95","881,28K","1,08%"
"23.02.2018","96,95","97,01","97,72","96,37","1,25M","-0,12%"
"22.02.2018","97,07","95,87","98,17","95,21","1,20M","-0,84%"
"21.02.2018","97,89","99,74","100,32","97,87","1,17M","-2,01%"
"20.02.2018","99,90","100,43","100,55","99,56","1,15M","-0,80%"
"16.02.2018","100,71","100,40","100,83","99,00","2,47M","-0,08%"
"15.02.2018","100,79","99,13","100,96","98,16","982,58K","1,79%"
"14.02.2018","99,02","98,81","99,57","98,10","955,81K","-0,52%"
"13.02.2018","99,54","99,29","99,97","98,57","1,13M","-0,24%"
"12.02.2018","99,78","100,00","100,48","99,33","1,23M","0,11%"
"09.02.2018","99,67","98,42","100,29","97,83","1,90M","2,07%"
"08.02.2018","97,65","99,34","99,86","97,62","1,82M","-1,40%"
"07.02.2018","99,04","101,00","101,33","99,03","1,66M","-2,22%"
"06.02.2018","101,29","99,48","101,74","98,85","2,55M","1,12%"
"05.02.2018","100,17","102,84","103,27","100,17","1,88M","-2,72%"
"02.02.2018","102,97","102,33","105,29","102,14","2,33M","-0,77%"
"01.02.2018","103,77","105,45","106,25","102,80","3,16M","-5,95%"
"31.01.2018","110,33","109,40","110,93","109,38","1,25M","0,73%"
"30.01.2018","109,53","109,25","110,36","108,99","862,58K","-0,13%"
"29.01.2018","109,67","110,75","111,05","109,65","798,64K","-1,26%"
"26.01.2018","111,07","111,55","111,81","110,64","1,12M","-0,14%"
"25.01.2018","111,23","110,48","111,58","110,17","562,94K","0,83%"
"24.01.2018","110,31","110,40","110,99","109,74","910,02K","-0,45%"
"23.01.2018","110,81","110,08","111,24","109,81","762,76K","0,77%"
"22.01.2018","109,96","109,41","110,00","109,15","1,14M","0,54%"
"19.01.2018","109,37","108,15","109,55","108,11","1,05M","1,47%"
"18.01.2018","107,79","109,06","109,27","107,59","700,14K","-1,05%"
"17.01.2018","108,93","108,50","109,66","108,10","1,51M","0,59%"
"16.01.2018","108,29","107,31","109,29","107,25","1,64M","-0,90%"
"12.01.2018","109,27","110,28","110,47","109,23","621,44K","-0,74%"
"11.01.2018","110,09","110,75","110,79","109,83","764,27K","-0,66%"
"10.01.2018","110,82","111,34","111,99","109,57","1,31M","-2,60%"
"09.01.2018","113,78","114,17","114,44","113,65","584,44K","-0,25%"
"08.01.2018","114,06","113,23","114,63","113,00","869,73K","0,97%"
"05.01.2018","112,96","112,56","113,14","111,62","767,06K","0,48%"
"04.01.2018","112,42","112,18","112,73","111,83","679,68K","0,70%"
"03.01.2018","111,64","112,23","112,43","111,37","818,84K","-0,42%"
"02.01.2018","112,11","113,48","113,99","111,96","845,83K","-1,23%"
